Date	Kind of Business	NAICS  Code	Number of Records	Value
4/1/1997 	Warehouse clubs and superstores	45291	1	6104
4/1/1997 	All other gen. merchandise stores	45299	1	2206
4/1/1997 	Miscellaneous store retailers	453	1	7035
4/1/1997 	Office supplies stationery and gift stores	4532	1	2490
4/1/1997 	Office supplies and stationery stores	45321	1	1345
4/1/1997 	Gift novelty and souvenir stores	45322	1	1145
4/1/1997 	Used merchandise stores	4533	1	559
4/1/1997 	Nonstore retailers	454	1	10064
4/1/1997 	Electronic shopping and mail-order houses	4541	1	5491
4/1/1997 	Fuel dealers	45431	1	1706
4/1/1997 	Food services and drinking places	722	1	21110
4/1/1997 	Full service restaurants	7221	1	9301
4/1/1997 	 Limited service eating places	7222	1	9060
4/1/1997 	Drinking places	7224	1	1094
5/1/1997 	 Retail and food services sales total		1	234190
5/1/1997 	GAFO(1)		1	57737
5/1/1997 	Retail sales and food services excl motor vehicle and parts		1	176251
5/1/1997 	Retail sales total		1	211516
5/1/1997 	Retail sales total (excl. motor vehicle and parts dealers)		1	153577
5/1/1997 	Motor vehicle and parts dealers	441	1	57939
5/1/1997 	Automobile dealers	4411	1	49695
5/1/1997 	Automobile and other motor vehicle dealers	44114412	1	52905
5/1/1997 	New car dealers	44111	1	45673
5/1/1997 	Used car dealers	44112	1	4022
5/1/1997 	Automotive parts acc. and tire stores	4413	1	5034
5/1/1997 	Furniture and home furnishings stores	442	1	6010
5/1/1997 	Furniture home furn electronics and appliance stores	442443	1	11402
5/1/1997 	Furniture stores	4421	1	3519
5/1/1997 	Home furnishings stores	4422	1	2491
5/1/1997 	Floor covering stores	44221	1	1340
5/1/1997 	All other home furnishings stores	442299	1	
5/1/1997 	Electronics and appliance stores	443	1	5392
5/1/1997 	Appl.TV and other elect. stores	44311	1	3265
5/1/1997 	Household appliance stores	443111	1	841
5/1/1997 	 Radio T.V. and other elect. stores	443112	1	2424
5/1/1997 	 Computer and software stores	44312	1	1936
5/1/1997 	Building mat. and garden equip. and supplies dealers	444	1	18390
5/1/1997 	Building mat. and supplies dealers	4441	1	14943
5/1/1997 	Paint and wallpaper stores	44412	1	
5/1/1997 	 Hardware stores	44413	1	1332
5/1/1997 	Food and beverage stores	445	1	35522
5/1/1997 	Grocery stores	4451	1	32412
5/1/1997 	Supermarkets and other grocery (except convenience) stores	44511	1	
5/1/1997 	Beer wine and liquor stores	4453	1	2060
5/1/1997 	Health and personal care stores	446	1	9965
5/1/1997 	Pharmacies and drug stores	44611	1	8300
5/1/1997 	Gasoline stations	447	1	17316
5/1/1997 	Clothing and clothing access. stores	448	1	11505
5/1/1997 	Clothing stores	4481	1	7916
5/1/1997 	 Men's clothing stores	44811	1	809
5/1/1997 	Women's clothing stores	44812	1	2429
5/1/1997 	Family clothing stores	44814	1	3539
5/1/1997 	Other clothing stores	44819	1	
5/1/1997 	Shoe stores	4482	1	1888
5/1/1997 	Jewelry stores	44831	1	1585
5/1/1997 	Sporting goods hobby book and music stores	451	1	4874
5/1/1997 	 Sporting goods stores	45111	1	1788
5/1/1997 	 Hobby toy and game stores	45112	1	947
5/1/1997 	Book stores	451211	1	894
5/1/1997 	General merchandise stores	452	1	27443
5/1/1997 	Department stores (excl.L.D)	4521	1	18118
5/1/1997 	Department stores (incl. L.D.)(2)	4521	1	18520
5/1/1997 	Department stores(excl. discount department stores)	452111	1	7475
5/1/1997 	Department stores(excl. discount department stores)	452111	1	7721
5/1/1997 	Discount dept. stores	452112	1	10643
5/1/1997 	Discount dept. stores	452112	1	10799
5/1/1997 	Other general merchandise stores	4529	1	9325
5/1/1997 	Warehouse clubs and superstores	45291	1	6852
5/1/1997 	All other gen. merchandise stores	45299	1	2473
5/1/1997 	Miscellaneous store retailers	453	1	7465
5/1/1997 	Office supplies stationery and gift stores	4532	1	2513
5/1/1997 	Office supplies and stationery stores	45321	1	1291
5/1/1997 	Gift novelty and souvenir stores	45322	1	1222
5/1/1997 	Used merchandise stores	4533	1	558
5/1/1997 	Nonstore retailers	454	1	9695
5/1/1997 	Electronic shopping and mail-order houses	4541	1	5304
5/1/1997 	Fuel dealers	45431	1	1461
5/1/1997 	Food services and drinking places	722	1	22674
5/1/1997 	Full service restaurants	7221	1	9942
5/1/1997 	 Limited service eating places	7222	1	9817
5/1/1997 	Drinking places	7224	1	1143
6/1/1997 	 Retail and food services sales total		1	227365
6/1/1997 	GAFO(1)		1	55641
6/1/1997 	Retail sales and food services excl motor vehicle and parts		1	169901
6/1/1997 	Retail sales total		1	205491
6/1/1997 	Retail sales total (excl. motor vehicle and parts dealers)		1	148027
6/1/1997 	Motor vehicle and parts dealers	441	1	57464
6/1/1997 	Automobile dealers	4411	1	49284
6/1/1997 	Automobile and other motor vehicle dealers	44114412	1	52422
6/1/1997 	New car dealers	44111	1	45196
6/1/1997 	Used car dealers	44112	1	4088
6/1/1997 	Automotive parts acc. and tire stores	4413	1	5042
6/1/1997 	Furniture and home furnishings stores	442	1	5805
6/1/1997 	Furniture home furn electronics and appliance stores	442443	1	11274
6/1/1997 	Furniture stores	4421	1	3343
6/1/1997 	Home furnishings stores	4422	1	2462
6/1/1997 	Floor covering stores	44221	1	1362
6/1/1997 	All other home furnishings stores	442299	1	
6/1/1997 	Electronics and appliance stores	443	1	5469
6/1/1997 	Appl.TV and other elect. stores	44311	1	3305
6/1/1997 	Household appliance stores	443111	1	919
6/1/1997 	 Radio T.V. and other elect. stores	443112	1	2386
6/1/1997 	 Computer and software stores	44312	1	1966
6/1/1997 	Building mat. and garden equip. and supplies dealers	444	1	17601
6/1/1997 	Building mat. and supplies dealers	4441	1	14716
6/1/1997 	Paint and wallpaper stores	44412	1	
6/1/1997 	 Hardware stores	44413	1	1296
6/1/1997 	Food and beverage stores	445	1	33570
6/1/1997 	Grocery stores	4451	1	30527
6/1/1997 	Supermarkets and other grocery (except convenience) stores	44511	1	
6/1/1997 	Beer wine and liquor stores	4453	1	2002
6/1/1997 	Health and personal care stores	446	1	9728
6/1/1997 	Pharmacies and drug stores	44611	1	7968
6/1/1997 	Gasoline stations	447	1	17049
6/1/1997 	Clothing and clothing access. stores	448	1	10654
6/1/1997 	Clothing stores	4481	1	7444
6/1/1997 	 Men's clothing stores	44811	1	793
6/1/1997 	Women's clothing stores	44812	1	2199
6/1/1997 	Family clothing stores	44814	1	3404
6/1/1997 	Other clothing stores	44819	1	
6/1/1997 	Shoe stores	4482	1	1770
6/1/1997 	Jewelry stores	44831	1	1330
6/1/1997 	Sporting goods hobby book and music stores	451	1	4963
6/1/1997 	 Sporting goods stores	45111	1	1970
6/1/1997 	 Hobby toy and game stores	45112	1	940
6/1/1997 	Book stores	451211	1	875
6/1/1997 	General merchandise stores	452	1	26328
6/1/1997 	Department stores (excl.L.D)	4521	1	17259
6/1/1997 	Department stores (incl. L.D.)(2)	4521	1	17645
6/1/1997 	Department stores(excl. discount department stores)	452111	1	6974
6/1/1997 	Department stores(excl. discount department stores)	452111	1	7206
6/1/1997 	Discount dept. stores	452112	1	10285
6/1/1997 	Discount dept. stores	452112	1	10439
6/1/1997 	Other general merchandise stores	4529	1	9069
6/1/1997 	Warehouse clubs and superstores	45291	1	6697
6/1/1997 	All other gen. merchandise stores	45299	1	2372
6/1/1997 	Miscellaneous store retailers	453	1	7464
6/1/1997 	Office supplies stationery and gift stores	4532	1	2422
6/1/1997 	Office supplies and stationery stores	45321	1	1234
6/1/1997 	Gift novelty and souvenir stores	45322	1	1188
6/1/1997 	Used merchandise stores	4533	1	584
6/1/1997 	Nonstore retailers	454	1	9396
6/1/1997 	Electronic shopping and mail-order houses	4541	1	5204
6/1/1997 	Fuel dealers	45431	1	1256
6/1/1997 	Food services and drinking places	722	1	21874
6/1/1997 	Full service restaurants	7221	1	9428
6/1/1997 	 Limited service eating places	7222	1	9558
6/1/1997 	Drinking places	7224	1	1094
7/1/1997 	 Retail and food services sales total		1	231520
7/1/1997 	GAFO(1)		1	55712
7/1/1997 	Retail sales and food services excl motor vehicle and parts		1	173048
7/1/1997 	Retail sales total		1	208855
7/1/1997 	Retail sales total (excl. motor vehicle and parts dealers)		1	150383
7/1/1997 	Motor vehicle and parts dealers	441	1	58472
7/1/1997 	Automobile dealers	4411	1	50159
7/1/1997 	Automobile and other motor vehicle dealers	44114412	1	53165
7/1/1997 	New car dealers	44111	1	46093
7/1/1997 	Used car dealers	44112	1	4066
7/1/1997 	Automotive parts acc. and tire stores	4413	1	5307
7/1/1997 	Furniture and home furnishings stores	442	1	6027
7/1/1997 	Furniture home furn electronics and appliance stores	442443	1	11695
7/1/1997 	Furniture stores	4421	1	3397
7/1/1997 	Home furnishings stores	4422	1	2630
7/1/1997 	Floor covering stores	44221	1	1376
7/1/1997 	All other home furnishings stores	442299	1	
7/1/1997 	Electronics and appliance stores	443	1	5668
7/1/1997 	Appl.TV and other elect. stores	44311	1	3484
7/1/1997 	Household appliance stores	443111	1	970
7/1/1997 	 Radio T.V. and other elect. stores	443112	1	2514
7/1/1997 	 Computer and software stores	44312	1	1984
7/1/1997 	Building mat. and garden equip. and supplies dealers	444	1	17455
7/1/1997 	Building mat. and supplies dealers	4441	1	15012
7/1/1997 	Paint and wallpaper stores	44412	1	
7/1/1997 	 Hardware stores	44413	1	1271
7/1/1997 	Food and beverage stores	445	1	35396
7/1/1997 	Grocery stores	4451	1	32232
7/1/1997 	Supermarkets and other grocery (except convenience) stores	44511	1	
7/1/1997 	Beer wine and liquor stores	4453	1	2098
7/1/1997 	Health and personal care stores	446	1	9859
7/1/1997 	Pharmacies and drug stores	44611	1	8065
7/1/1997 	Gasoline stations	447	1	17478
7/1/1997 	Clothing and clothing access. stores	448	1	10734
7/1/1997 	Clothing stores	4481	1	7540
7/1/1997 	 Men's clothing stores	44811	1	737
7/1/1997 	Women's clothing stores	44812	1	2103
7/1/1997 	Family clothing stores	44814	1	3588
7/1/1997 	Other clothing stores	44819	1	
7/1/1997 	Shoe stores	4482	1	1773
7/1/1997 	Jewelry stores	44831	1	1313
7/1/1997 	Sporting goods hobby book and music stores	451	1	4848
7/1/1997 	 Sporting goods stores	45111	1	1838
7/1/1997 	 Hobby toy and game stores	45112	1	963
7/1/1997 	Book stores	451211	1	830
7/1/1997 	General merchandise stores	452	1	25897
7/1/1997 	Department stores (excl.L.D)	4521	1	16673
7/1/1997 	Department stores (incl. L.D.)(2)	4521	1	17051
7/1/1997 	Department stores(excl. discount department stores)	452111	1	6742
7/1/1997 	Department stores(excl. discount department stores)	452111	1	6968
7/1/1997 	Discount dept. stores	452112	1	9931
7/1/1997 	Discount dept. stores	452112	1	10083
7/1/1997 	Other general merchandise stores	4529	1	9224
7/1/1997 	Warehouse clubs and superstores	45291	1	6817
7/1/1997 	All other gen. merchandise stores	45299	1	2407
7/1/1997 	Miscellaneous store retailers	453	1	7526
7/1/1997 	Office supplies stationery and gift stores	4532	1	2538
7/1/1997 	Office supplies and stationery stores	45321	1	1330
7/1/1997 	Gift novelty and souvenir stores	45322	1	1208
7/1/1997 	Used merchandise stores	4533	1	667
7/1/1997 	Nonstore retailers	454	1	9495
7/1/1997 	Electronic shopping and mail-order houses	4541	1	5198
7/1/1997 	Fuel dealers	45431	1	1273
7/1/1997 	Food services and drinking places	722	1	22665
7/1/1997 	Full service restaurants	7221	1	10036
7/1/1997 	 Limited service eating places	7222	1	9701
7/1/1997 	Drinking places	7224	1	1175
8/1/1997 	 Retail and food services sales total		1	235252
8/1/1997 	GAFO(1)		1	60967
8/1/1997 	Retail sales and food services excl motor vehicle and parts		1	177182
8/1/1997 	Retail sales total		1	211952
8/1/1997 	Retail sales total (excl. motor vehicle and parts dealers)		1	153882
8/1/1997 	Motor vehicle and parts dealers	441	1	58070
8/1/1997 	Automobile dealers	4411	1	49949
8/1/1997 	Automobile and other motor vehicle dealers	44114412	1	52861
8/1/1997 	New car dealers	44111	1	46085
8/1/1997 	Used car dealers	44112	1	3864
8/1/1997 	Automotive parts acc. and tire stores	4413	1	5209
8/1/1997 	Furniture and home furnishings stores	442	1	6263
8/1/1997 	Furniture home furn electronics and appliance stores	442443	1	12103
8/1/1997 	Furniture stores	4421	1	3621
8/1/1997 	Home furnishings stores	4422	1	2642
8/1/1997 	Floor covering stores	44221	1	1355
8/1/1997 	All other home furnishings stores	442299	1	
8/1/1997 	Electronics and appliance stores	443	1	5840
8/1/1997 	Appl.TV and other elect. stores	44311	1	3585
8/1/1997 	Household appliance stores	443111	1	886
8/1/1997 	 Radio T.V. and other elect. stores	443112	1	2699
8/1/1997 	 Computer and software stores	44312	1	2051
8/1/1997 	Building mat. and garden equip. and supplies dealers	444	1	16268
8/1/1997 	Building mat. and supplies dealers	4441	1	14189
8/1/1997 	Paint and wallpaper stores	44412	1	
8/1/1997 	 Hardware stores	44413	1	1220
8/1/1997 	Food and beverage stores	445	1	35191
8/1/1997 	Grocery stores	4451	1	32032
8/1/1997 	Supermarkets and other grocery (except convenience) stores	44511	1	
8/1/1997 	Beer wine and liquor stores	4453	1	2079
8/1/1997 	Health and personal care stores	446	1	9769
8/1/1997 	Pharmacies and drug stores	44611	1	7997
8/1/1997 	Gasoline stations	447	1	17733
8/1/1997 	Clothing and clothing access. stores	448	1	12461
8/1/1997 	Clothing stores	4481	1	8802
8/1/1997 	 Men's clothing stores	44811	1	846
8/1/1997 	Women's clothing stores	44812	1	2334
8/1/1997 	Family clothing stores	44814	1	4202
8/1/1997 	Other clothing stores	44819	1	
8/1/1997 	Shoe stores	4482	1	2200
8/1/1997 	Jewelry stores	44831	1	1348
8/1/1997 	Sporting goods hobby book and music stores	451	1	5526
8/1/1997 	 Sporting goods stores	45111	1	1955
8/1/1997 	 Hobby toy and game stores	45112	1	958
8/1/1997 	Book stores	451211	1	1301
8/1/1997 	General merchandise stores	452	1	28066
8/1/1997 	Department stores (excl.L.D)	4521	1	18633
8/1/1997 	Department stores (incl. L.D.)(2)	4521	1	19053
8/1/1997 	Department stores(excl. discount department stores)	452111	1	7924
8/1/1997 	Department stores(excl. discount department stores)	452111	1	8177
8/1/1997 	Discount dept. stores	452112	1	10709
8/1/1997 	Discount dept. stores	452112	1	10876
8/1/1997 	Other general merchandise stores	4529	1	9433
8/1/1997 	Warehouse clubs and superstores	45291	1	6947
8/1/1997 	All other gen. merchandise stores	45299	1	2486
8/1/1997 	Miscellaneous store retailers	453	1	7661
8/1/1997 	Office supplies stationery and gift stores	4532	1	2811
8/1/1997 	Office supplies and stationery stores	45321	1	1551
8/1/1997 	Gift novelty and souvenir stores	45322	1	1260
8/1/1997 	Used merchandise stores	4533	1	674
8/1/1997 	Nonstore retailers	454	1	9104
8/1/1997 	Electronic shopping and mail-order houses	4541	1	5165
8/1/1997 	Fuel dealers	45431	1	1352
8/1/1997 	Food services and drinking places	722	1	23300
8/1/1997 	Full service restaurants	7221	1	10481
8/1/1997 	 Limited service eating places	7222	1	9806
8/1/1997 	Drinking places	7224	1	1212
9/1/1997 	 Retail and food services sales total		1	222807
9/1/1997 	GAFO(1)		1	55307
9/1/1997 	Retail sales and food services excl motor vehicle and parts		1	167947
9/1/1997 	Retail sales total		1	201415
9/1/1997 	Retail sales total (excl. motor vehicle and parts dealers)		1	146555
9/1/1997 	Motor vehicle and parts dealers	441	1	54860
9/1/1997 	Automobile dealers	4411	1	47367
9/1/1997 	Automobile and other motor vehicle dealers	44114412	1	49851
9/1/1997 	New car dealers	44111	1	43626
9/1/1997 	Used car dealers	44112	1	3741
9/1/1997 	Automotive parts acc. and tire stores	4413	1	5009
9/1/1997 	Furniture and home furnishings stores	442	1	6094
9/1/1997 	Furniture home furn electronics and appliance stores	442443	1	11720
9/1/1997 	Furniture stores	4421	1	3480
9/1/1997 	Home furnishings stores	4422	1	2614
9/1/1997 	Floor covering stores	44221	1	1451
9/1/1997 	All other home furnishings stores	442299	1	
9/1/1997 	Electronics and appliance stores	443	1	5626
9/1/1997 	Appl.TV and other elect. stores	44311	1	3340
9/1/1997 	Household appliance stores	443111	1	828
9/1/1997 	 Radio T.V. and other elect. stores	443112	1	2512
9/1/1997 	 Computer and software stores	44312	1	2105
9/1/1997 	Building mat. and garden equip. and supplies dealers	444	1	16662
9/1/1997 	Building mat. and supplies dealers	4441	1	14506
9/1/1997 	Paint and wallpaper stores	44412	1	
9/1/1997 	 Hardware stores	44413	1	1171
9/1/1997 	Food and beverage stores	445	1	33039
9/1/1997 	Grocery stores	4451	1	30142
9/1/1997 	Supermarkets and other grocery (except convenience) stores	44511	1	
9/1/1997 	Beer wine and liquor stores	4453	1	1892
9/1/1997 	Health and personal care stores	446	1	9603
9/1/1997 	Pharmacies and drug stores	44611	1	7930
9/1/1997 	Gasoline stations	447	1	16791
9/1/1997 	Clothing and clothing access. stores	448	1	10942
9/1/1997 	Clothing stores	4481	1	7797
9/1/1997 	 Men's clothing stores	44811	1	761
9/1/1997 	Women's clothing stores	44812	1	2265
9/1/1997 	Family clothing stores	44814	1	3558
9/1/1997 	Other clothing stores	44819	1	
9/1/1997 	Shoe stores	4482	1	1702
9/1/1997 	Jewelry stores	44831	1	1334
9/1/1997 	Sporting goods hobby book and music stores	451	1	5027
9/1/1997 	 Sporting goods stores	45111	1	1595
9/1/1997 	 Hobby toy and game stores	45112	1	971
9/1/1997 	Book stores	451211	1	1158
9/1/1997 	General merchandise stores	452	1	24928
9/1/1997 	Department stores (excl.L.D)	4521	1	16229
9/1/1997 	Department stores (incl. L.D.)(2)	4521	1	16604
9/1/1997 	Department stores(excl. discount department stores)	452111	1	6984
9/1/1997 	Department stores(excl. discount department stores)	452111	1	7211
9/1/1997 	Discount dept. stores	452112	1	9245
9/1/1997 	Discount dept. stores	452112	1	9393
9/1/1997 	Other general merchandise stores	4529	1	8699
9/1/1997 	Warehouse clubs and superstores	45291	1	6448
9/1/1997 	All other gen. merchandise stores	45299	1	2251
